transaction_id,customer_id,transaction_date,amount,items,merchant_category,channel,country,customer_age,loyalty_points
TXN-000204,CUST-0338,2026-02-23,14.07,10,healthcare,in_store,NL,79,742
TXN-000341,CUST-0009,2026-04-11,25.64,7,groceries,in_store,US,66,4054
TXN-000280,CUST-0021,2026-03-07,35.59,8,groceries,mobile,FR,43,620
TXN-000021,CUST-0369,2026-04-18,25.05,1,fuel,online,FR,22,3001
TXN-000001,CUST-0210,2026-06-12,35.0,11,travel,in_store,GB,64,57
TXN-000368,CUST-0206,2026-03-19,6.06,4,groceries,mobile,GB,72,3344
TXN-000040,CUST-0058,2026-05-13,67.49,2,groceries,mobile,FR,63,3607
TXN-000001,CUST-0171,2026-04-19,11.4,11,fuel,in_store,GB,53,4451
TXN-000348,CUST-0216,2026-04-12,10.56,9,fuel,online,DE,41,4297
TXN-000229,CUST-0054,2026-03-17,21.79,5,travel,mobile,GB,78,1191
TXN-000156,CUST-0185,2026-03-31,48.01,6,travel,mobile,GB,65,2003
TXN-000257,CUST-0356,2026-03-20,78.51,11,utilities,in_store,FR,58,2864
TXN-000319,CUST-0167,2026-04-04,50.1,5,healthcare,mobile,GB,75,4885
TXN-000180,CUST-0173,2026-05-04,5.24,2,groceries,online,DE,71,113
TXN-000001,CUST-0319,2026-01-15,37.91,4,groceries,in_store,US,29,585
TXN-000075,CUST-0188,2026-02-06,6.75,7,fuel,online,FR,27,376
TXN-000306,CUST-0167,2026-01-02,11.93,1,groceries,online,GB,41,4313
TXN-000291,CUST-0162,2026-01-05,31.18,5,fuel,online,US,81,214
TXN-000181,CUST-0266,2026-04-27,20.01,11,restaurants,in_store,US,54,1498
TXN-000350,CUST-0039,2026-03-24,81.22,3,fuel,mobile,GB,48,4408
TXN-000279,CUST-0098,2026-04-23,42.59,1,electronics,online,GB,56,3117
TXN-000049,CUST-0236,2026-01-14,46.88,1,fuel,online,US,31,1658
TXN-000054,CUST-0046,2026-06-22,54.63,10,utilities,online,ES,41,0
TXN-000008,CUST-0339,2026-05-14,15.24,8,electronics,online,GB,49,4080
TXN-000323,CUST-0037,2026-01-07,55.29,2,healthcare,in_store,GB,23,384
TXN-000357,CUST-0079,2026-01-04,42.53,10,fuel,in_store,GB,49,1363
TXN-000239,CUST-0139,2026-03-01,14.03,9,fuel,in_store,FR,20,1903
TXN-000061,CUST-0116,2026-02-21,17.39,11,fuel,in_store,GB,22,2193
TXN-000071,CUST-0350,2026-06-09,40.74,11,utilities,in_store,US,54,2607
TXN-000154,CUST-0395,2026-03-16,17.78,4,fuel,online,ES,46,808
TXN-000365,CUST-0280,2026-02-02,10.86,10,utilities,online,DE,71,2289
TXN-000279,CUST-0098,2026-04-23,42.59,1,electronics,online,GB,56,3117
TXN-000022,CUST-0238,2026-01-09,29.16,9,electronics,online,US,39,1909
TXN-000015,CUST-0316,2026-05-07,12.63,8,electronics,online,FR,57,858
TXN-000220,CUST-0086,2026-05-24,8.18,8,fuel,in_store,GB,62,1974
TXN-000057,CUST-0251,2026-03-12,28.16,8,electronics,in_store,ES,73,1672
TXN-000217,CUST-0098,2026-04-18,8.91,9,restaurants,in_store,GB,38,1727
TXN-000325,CUST-0323,2026-01-08,18.88,4,restaurants,mobile,GB,21,3832
TXN-000330,CUST-0330,2026-02-15,10.36,10,electronics,online,FR,24,3997
TXN-000032,CUST-0130,2026-01-07,111.68,11,travel,in_store,US,79,751
TXN-000273,CUST-0231,2026-04-29,6.43,1,travel,online,GB,81,2865
TXN-000241,CUST-0249,2026-03-03,59.65,10,healthcare,online,GB,35,4861
TXN-000229,CUST-0054,2026-03-17,21.79,5,travel,mobile,GB,78,1191
TXN-000330,CUST-0330,2026-02-15,10.36,10,electronics,online,FR,24,3997
TXN-000251,CUST-0177,2026-04-09,17.06,1,restaurants,online,GB,80,1201
TXN-000001,CUST-0101,2026-04-14,26.01,3,travel,online,US,44,1435
TXN-000114,CUST-0207,2026-02-07,56.7,8,restaurants,online,GB,42,2649
TXN-000137,CUST-0191,2026-02-25,25.41,6,healthcare,in_store,GB,48,2091
TXN-000170,CUST-0173,2026-03-06,46.25,6,travel,in_store,US,32,1410
TXN-000196,CUST-0063,2026-05-14,22.99,11,utilities,online,ES,76,4802
TXN-000001,CUST-0260,2026-06-09,25.18,6,electronics,mobile,FR,52,1230
TXN-000001,CUST-0259,2026-06-17,74.04,8,utilities,in_store,GB,53,1669
TXN-000246,CUST-0113,2026-05-25,14.12,9,travel,online,US,48,126
TXN-000303,CUST-0396,2026-05-11,17.17,4,utilities,in_store,NL,35,4764
TXN-000140,CUST-0384,2026-02-12,38.41,5,fuel,mobile,FR,46,3452
TXN-000118,CUST-0332,2026-06-19,24.58,6,healthcare,online,DE,66,1598
TXN-000125,CUST-0255,2026-06-10,35.6,6,utilities,online,US,75,3761
TXN-000116,CUST-0185,2026-06-19,14.78,7,groceries,mobile,GB,37,2399
TXN-000353,CUST-0036,2026-04-06,16.17,9,groceries,mobile,GB,61,4410
TXN-000176,CUST-0367,2026-06-27,29.39,9,healthcare,online,DE,49,4211
TXN-000062,CUST-0005,2026-01-17,15.6,4,restaurants,online,FR,23,4988
TXN-000151,CUST-0016,2026-04-24,63.4,2,groceries,in_store,DE,37,2169
TXN-000055,CUST-0188,2026-02-03,25.97,6,electronics,in_store,GB,42,1329
TXN-000352,CUST-0069,2026-04-10,84.08,11,electronics,mobile,US,59,3149
TXN-000056,CUST-0228,2026-04-01,11.22,2,travel,online,GB,46,2642
TXN-000321,CUST-0176,2026-01-08,22.25,11,groceries,online,GB,59,3604
TXN-000130,CUST-0321,2026-01-15,5.48,4,healthcare,mobile,GB,48,1501
TXN-000042,CUST-0288,2026-05-03,29.28,11,utilities,online,DE,29,597
TXN-000363,CUST-0038,2026-02-22,31.33,11,groceries,online,DE,67,2802
TXN-000017,CUST-0137,2026-03-14,34.34,10,travel,online,GB,57,717
TXN-000370,CUST-0368,2026-04-05,17.27,9,travel,mobile,FR,58,3104
TXN-000211,CUST-0285,2026-05-05,11.44,5,travel,in_store,GB,43,3479
TXN-000234,CUST-0046,2026-04-09,17.98,4,healthcare,in_store,US,59,4449
TXN-000240,CUST-0187,2026-01-24,20.11,3,travel,in_store,US,35,2328
TXN-000122,CUST-0270,2026-06-03,22.55,9,groceries,online,US,40,4478
TXN-000334,CUST-0026,2026-02-18,31.34,11,fuel,mobile,NL,34,2310
TXN-000377,CUST-0033,2026-05-19,9.58,7,groceries,in_store,GB,31,3457
TXN-000001,CUST-0092,2026-01-13,77.87,10,electronics,online,GB,58,4857
TXN-000089,CUST-0219,2026-03-16,14.63,7,utilities,in_store,NL,26,1558
TXN-000138,CUST-0191,2026-06-01,18.39,9,electronics,online,GB,58,2144
TXN-000358,CUST-0001,2026-03-30,12.48,8,groceries,in_store,US,57,641
TXN-000202,CUST-0390,2026-06-09,35.49,1,electronics,mobile,US,19,925
TXN-000136,CUST-0366,2026-04-02,21.07,8,healthcare,online,ES,44,2433
TXN-000381,CUST-0268,2026-06-05,17.98,6,groceries,in_store,GB,74,1804
TXN-000299,CUST-0211,2026-03-29,13.07,3,restaurants,in_store,US,78,2204
TXN-000175,CUST-0011,2026-01-09,41.47,4,fuel,online,FR,58,3465
TXN-000027,CUST-0070,2026-02-26,24.05,5,travel,online,ES,47,1274
TXN-000045,CUST-0249,2026-03-15,18.34,8,groceries,in_store,NL,57,1998
TXN-000050,CUST-0164,2026-02-10,29.63,10,utilities,online,GB,55,1052
TXN-000233,CUST-0122,2026-06-25,4.6,5,healthcare,online,US,38,2378
TXN-000189,CUST-0187,2026-06-22,13.23,3,fuel,online,GB,75,1418
TXN-000113,CUST-0051,2026-05-03,6.47,5,electronics,online,GB,20,790
TXN-000084,CUST-0297,2026-04-11,37.53,4,electronics,mobile,DE,37,2824
TXN-000012,CUST-0393,2026-05-19,42.01,11,utilities,online,US,81,300
TXN-000314,CUST-0123,2026-05-15,14.31,6,healthcare,in_store,GB,39,2689
TXN-000005,CUST-0098,2026-05-26,10.82,11,groceries,online,GB,71,4771
TXN-000230,CUST-0336,2026-03-05,41.27,8,fuel,in_store,US,58,1940
TXN-000277,CUST-0003,2026-04-07,15.83,3,healthcare,online,US,51,3048
TXN-000013,CUST-0117,2026-03-11,12.3,8,healthcare,mobile,GB,52,743
TXN-000256,CUST-0056,2026-01-29,13.38,6,electronics,online,NL,60,4170
TXN-000185,CUST-0312,2026-03-23,15.21,10,electronics,online,GB,34,3147
TXN-000103,CUST-0199,2026-04-20,8.75,11,electronics,in_store,GB,30,1831
TXN-000271,CUST-0380,2026-02-06,16.67,7,restaurants,in_store,GB,24,3073
TXN-000145,CUST-0193,2026-05-15,58.51,11,groceries,mobile,DE,46,877
TXN-000385,CUST-0179,2026-06-14,65.48,8,restaurants,online,NL,22,2809
TXN-000029,CUST-0245,2026-01-12,35.37,4,groceries,in_store,GB,22,2245
TXN-000393,CUST-0106,2026-03-13,4.99,7,fuel,online,FR,52,1052
TXN-000107,CUST-0017,2026-02-25,33.39,3,travel,in_store,GB,69,4602
TXN-000313,CUST-0040,2026-03-23,27.39,3,utilities,online,GB,36,2887
TXN-000218,CUST-0001,2026-05-24,24.27,7,healthcare,online,NL,64,290
TXN-000391,CUST-0071,2026-03-20,11.0,9,fuel,online,US,27,2980
TXN-000317,CUST-0306,2026-01-15,19.77,11,fuel,mobile,GB,62,2481
TXN-000083,CUST-0230,2026-05-22,24.73,9,travel,online,GB,19,1761
TXN-000053,CUST-0353,2026-06-29,9.59,3,healthcare,online,GB,55,1780
TXN-000135,CUST-0131,2026-03-03,23.31,4,groceries,online,GB,75,3429
TXN-000131,CUST-0355,2026-06-14,15.7,10,restaurants,mobile,NL,23,3040
TXN-000174,CUST-0332,2026-06-26,9.72,6,restaurants,mobile,DE,29,4853
TXN-000099,CUST-0317,2026-03-29,33.95,6,healthcare,online,GB,49,1880
TXN-000219,CUST-0005,2026-02-25,21.41,2,travel,online,ES,29,1901
TXN-000321,CUST-0176,2026-01-08,22.25,11,groceries,online,GB,59,3604
TXN-000235,CUST-0290,2026-04-18,7.62,8,healthcare,online,GB,45,1302
TXN-000372,CUST-0359,2026-04-23,18.47,6,groceries,in_store,US,60,3369
TXN-000341,CUST-0009,2026-04-11,25.64,7,groceries,in_store,US,66,4054
TXN-000106,CUST-0233,2026-01-20,66.14,3,electronics,mobile,GB,54,4061
TXN-000272,CUST-0375,2026-03-11,47.03,5,travel,online,GB,64,1772
TXN-000283,CUST-0017,2026-04-15,5.31,2,electronics,in_store,GB,48,4040
TXN-000384,CUST-0056,2026-04-16,55.03,6,fuel,online,US,28,354
TXN-000104,CUST-0232,2026-06-08,14.94,4,fuel,online,GB,61,3118
TXN-000040,CUST-0058,2026-05-13,67.49,2,groceries,mobile,FR,63,3607
TXN-000078,CUST-0271,2026-02-04,26.54,11,travel,in_store,US,51,558
TXN-000009,CUST-0145,2026-04-28,7.55,4,travel,in_store,NL,48,2595
TXN-000003,CUST-0230,2026-02-10,31.25,5,electronics,mobile,FR,30,2822
TXN-000285,CUST-0198,2026-01-27,11.84,7,healthcare,online,GB,18,1849
TXN-000171,CUST-0312,2026-03-15,19.98,3,fuel,online,NL,40,4301
TXN-000213,CUST-0204,2026-02-17,36.64,2,travel,online,US,73,4629
TXN-000026,CUST-0395,2026-04-11,71.2,4,fuel,in_store,ES,57,3955
TXN-000263,CUST-0002,2026-03-24,27.62,8,utilities,in_store,ES,45,1194
TXN-000399,CUST-0338,2026-02-16,13.93,6,restaurants,in_store,NL,66,4346
TXN-000001,CUST-0367,2026-04-30,71.91,8,utilities,in_store,DE,19,354
TXN-000051,CUST-0071,2026-03-01,14.55,6,travel,online,DE,32,4708
TXN-000086,CUST-0310,2026-04-16,118.79,1,restaurants,in_store,GB,59,852
TXN-000160,CUST-0073,2026-02-08,14.79,7,electronics,online,GB,49,4352
TXN-000165,CUST-0117,2026-03-23,59.12,6,fuel,in_store,ES,31,2316
TXN-000398,CUST-0161,2026-02-15,8.94,7,restaurants,in_store,NL,34,489
TXN-000023,CUST-0141,2026-04-27,4.19,5,healthcare,in_store,ES,74,2690
TXN-000001,CUST-0100,2026-04-09,49.63,1,electronics,mobile,NL,34,2193
TXN-000001,CUST-0099,2026-06-10,53.96,4,groceries,in_store,US,29,2017
TXN-000100,CUST-0025,2026-06-22,112.57,10,travel,mobile,US,31,2073
TXN-000070,CUST-0014,2026-06-17,9.77,10,travel,mobile,GB,64,157
TXN-000210,CUST-0292,2026-05-12,15.85,3,electronics,online,NL,53,596
TXN-000300,CUST-0247,2026-02-21,6.41,8,healthcare,in_store,US,35,181
TXN-000199,CUST-0332,2026-03-13,10.13,10,groceries,in_store,GB,26,3527
TXN-000205,CUST-0338,2026-01-24,30.36,11,restaurants,online,DE,29,2250
TXN-000266,CUST-0035,2026-05-02,33.41,1,groceries,in_store,GB,66,1938
TXN-000096,CUST-0021,2026-02-22,87.39,10,groceries,online,FR,61,3454
TXN-000152,CUST-0267,2026-03-01,13.77,2,electronics,in_store,GB,24,3629
TXN-000206,CUST-0317,2026-03-26,54.71,9,restaurants,online,DE,63,4360
TXN-000312,CUST-0368,2026-06-22,22.18,7,fuel,in_store,US,25,1777
TXN-000030,CUST-0376,2026-05-17,4.84,2,fuel,online,DE,25,2374
TXN-000258,CUST-0226,2026-01-15,48.18,9,healthcare,online,DE,36,1141
TXN-000355,CUST-0146,2026-06-01,13.35,10,restaurants,mobile,US,65,1197
TXN-000258,CUST-0226,2026-01-15,48.18,9,healthcare,online,DE,36,1141
TXN-000245,CUST-0355,2026-05-22,11.01,4,electronics,in_store,GB,74,1772
TXN-000222,CUST-0093,2026-01-25,106.87,1,healthcare,online,DE,60,4607
TXN-000208,CUST-0398,2026-06-27,21.92,3,travel,online,GB,21,4062
TXN-000035,CUST-0223,2026-06-14,61.35,3,electronics,in_store,GB,70,2841
TXN-000117,CUST-0316,2026-01-09,18.76,8,restaurants,online,GB,27,217
TXN-000087,CUST-0322,2026-02-27,23.07,6,fuel,mobile,US,81,622
TXN-000380,CUST-0388,2026-05-31,15.75,7,groceries,in_store,ES,43,3636
TXN-000124,CUST-0209,2026-02-13,84.19,2,travel,online,ES,50,3437
TXN-000047,CUST-0203,2026-05-24,81.49,1,healthcare,online,GB,47,3581
TXN-000004,CUST-0257,2026-05-26,9.42,11,utilities,mobile,NL,59,645
TXN-000113,CUST-0051,2026-05-03,6.47,5,electronics,online,GB,20,790
TXN-000184,CUST-0324,2026-06-22,12.94,2,fuel,in_store,ES,24,1193
TXN-000031,CUST-0244,2026-06-26,15.07,2,restaurants,online,US,76,4198
TXN-000155,CUST-0364,2026-03-07,25.95,3,travel,in_store,GB,31,1811
TXN-000298,CUST-0205,2026-02-07,18.85,2,electronics,mobile,DE,35,2359
TXN-000095,CUST-0222,2026-03-14,78.79,7,healthcare,in_store,US,47,3844
TXN-000244,CUST-0176,2026-05-10,72.76,7,groceries,in_store,GB,72,157
TXN-000198,CUST-0379,2026-06-14,58.01,4,restaurants,in_store,DE,56,3254
TXN-000052,CUST-0261,2026-03-18,72.71,11,travel,online,DE,75,2113
TXN-000001,CUST-0157,2026-03-06,7.42,4,electronics,in_store,GB,76,603
TXN-000098,CUST-0173,2026-02-22,20.43,6,restaurants,online,GB,33,4022
TXN-000231,CUST-0192,2026-02-16,35.12,10,travel,in_store,DE,54,1688
TXN-000014,CUST-0286,2026-05-02,20.72,6,travel,in_store,US,67,582
TXN-000164,CUST-0200,2026-03-04,18.26,6,travel,online,ES,25,440
TXN-000059,CUST-0334,2026-01-10,65.85,8,groceries,in_store,DE,65,156
TXN-000252,CUST-0070,2026-03-08,37.44,3,restaurants,online,ES,53,2606
TXN-000259,CUST-0279,2026-01-26,29.41,5,healthcare,online,FR,57,1355
TXN-000268,CUST-0022,2026-05-25,22.01,8,groceries,in_store,GB,29,403
TXN-000310,CUST-0302,2026-01-18,17.93,3,restaurants,in_store,DE,20,3801
TXN-000282,CUST-0059,2026-03-02,98.02,5,utilities,in_store,US,29,4441
TXN-000278,CUST-0327,2026-04-05,69.32,3,restaurants,in_store,US,71,41
TXN-000373,CUST-0143,2026-03-20,34.3,4,utilities,in_store,US,53,2216
TXN-000010,CUST-0200,2026-01-04,11.69,9,restaurants,in_store,FR,44,2941
TXN-000260,CUST-0389,2026-04-29,24.58,3,restaurants,mobile,NL,30,3241
TXN-000129,CUST-0330,2026-06-28,24.84,7,travel,in_store,ES,78,4415
TXN-000354,CUST-0265,2026-05-14,18.68,10,groceries,online,GB,19,4087
TXN-000079,CUST-0371,2026-04-30,40.27,8,fuel,online,GB,38,423
TXN-000046,CUST-0150,2026-06-04,16.0,8,groceries,mobile,NL,62,1965
TXN-000116,CUST-0185,2026-06-19,14.78,7,groceries,mobile,GB,37,2399
TXN-000244,CUST-0176,2026-05-10,72.76,7,groceries,in_store,GB,72,157
TXN-000360,CUST-0193,2026-01-05,20.17,9,restaurants,online,GB,25,3501
TXN-000158,CUST-0370,2026-03-09,30.61,7,electronics,online,GB,24,4436
TXN-000025,CUST-0104,2026-06-05,4.22,6,restaurants,in_store,ES,21,4328
TXN-000275,CUST-0267,2026-03-05,19.49,6,groceries,online,FR,25,1872
TXN-000295,CUST-0091,2026-01-29,14.95,4,restaurants,mobile,GB,53,3226
TXN-000001,CUST-0346,2026-06-12,140.2,1,groceries,in_store,GB,63,247
TXN-000001,CUST-0386,2026-01-23,39.77,8,electronics,online,NL,44,3243
TXN-000127,CUST-0379,2026-04-09,14.26,9,travel,online,NL,70,1391
TXN-000367,CUST-0269,2026-03-12,6.27,10,utilities,online,DE,23,4382
TXN-000297,CUST-0197,2026-05-09,36.31,7,restaurants,in_store,US,68,2680
TXN-000366,CUST-0304,2026-05-13,13.81,11,restaurants,online,DE,40,44
TXN-000236,CUST-0324,2026-01-16,23.24,11,electronics,online,GB,50,2128
TXN-000034,CUST-0049,2026-03-31,5.97,9,restaurants,in_store,DE,52,1327
TXN-000001,CUST-0037,2026-05-17,18.26,7,restaurants,online,GB,62,3703
TXN-000296,CUST-0219,2026-04-21,20.29,2,restaurants,mobile,FR,75,2177
TXN-000123,CUST-0343,2026-06-25,19.8,6,healthcare,mobile,GB,30,3789
TXN-000221,CUST-0112,2026-06-07,8.53,4,electronics,online,DE,41,2741
TXN-000064,CUST-0251,2026-01-07,32.96,9,fuel,in_store,GB,59,2482
TXN-000349,CUST-0227,2026-04-22,28.96,6,electronics,online,GB,36,3340
TXN-000067,CUST-0058,2026-04-12,39.74,9,electronics,mobile,GB,67,4008
TXN-000195,CUST-0143,2026-03-09,8.45,8,groceries,in_store,FR,30,3111
TXN-000178,CUST-0096,2026-06-14,20.23,7,fuel,online,DE,41,2063
TXN-000207,CUST-0018,2026-03-16,67.0,7,restaurants,in_store,GB,30,1159
TXN-000128,CUST-0187,2026-06-13,16.17,2,electronics,online,FR,41,3434
TXN-000376,CUST-0389,2026-04-25,24.64,8,groceries,mobile,FR,20,2644
TXN-000267,CUST-0009,2026-04-02,47.6,11,restaurants,in_store,US,28,4353
TXN-000001,CUST-0138,2026-04-07,21.08,6,fuel,online,GB,47,441
TXN-000227,CUST-0379,2026-06-25,12.0,6,utilities,online,DE,64,4099
TXN-000394,CUST-0354,2026-02-04,9.41,6,groceries,mobile,FR,57,4044
TXN-000388,CUST-0093,2026-03-18,13.95,9,fuel,in_store,US,62,1884
TXN-000250,CUST-0197,2026-06-25,15.96,6,healthcare,online,US,27,375
TXN-000109,CUST-0017,2026-02-14,47.53,4,travel,in_store,NL,34,4243
TXN-000194,CUST-0140,2026-05-24,15.27,1,utilities,online,DE,30,2421
TXN-000006,CUST-0362,2026-03-08,39.63,9,groceries,online,FR,47,2653
TXN-000261,CUST-0296,2026-03-22,7.13,8,utilities,mobile,NL,18,4122
TXN-000356,CUST-0372,2026-03-21,71.74,1,utilities,online,US,26,394
TXN-000382,CUST-0122,2026-04-17,21.71,11,restaurants,in_store,GB,62,2394
TXN-000060,CUST-0044,2026-05-16,13.31,1,utilities,in_store,DE,40,751
TXN-000048,CUST-0234,2026-06-22,44.7,2,travel,mobile,GB,49,3165
TXN-000289,CUST-0089,2026-02-09,38.49,5,fuel,in_store,NL,74,2809
TXN-000121,CUST-0232,2026-06-21,20.27,11,groceries,online,GB,19,3096
TXN-000247,CUST-0171,2026-03-08,71.97,10,healthcare,in_store,NL,28,3975
TXN-000324,CUST-0098,2026-05-28,25.17,7,electronics,online,US,45,2835
TXN-000167,CUST-0032,2026-05-18,33.29,10,utilities,in_store,GB,51,4423
TXN-000326,CUST-0108,2026-05-02,9.77,5,travel,mobile,GB,59,4961
TXN-000210,CUST-0292,2026-05-12,15.85,3,electronics,online,NL,53,596
TXN-000308,CUST-0255,2026-05-12,58.0,3,restaurants,in_store,US,79,2870
TXN-000001,CUST-0105,2026-01-24,88.49,7,restaurants,mobile,US,80,4459
TXN-000214,CUST-0176,2026-05-07,21.76,3,restaurants,online,GB,47,448
TXN-000340,CUST-0329,2026-06-04,115.23,3,travel,in_store,US,22,1975
TXN-000309,CUST-0197,2026-03-08,6.17,10,electronics,in_store,ES,66,871
TXN-000287,CUST-0021,2026-03-11,24.38,9,fuel,mobile,NL,49,4025
TXN-000001,CUST-0329,2026-03-13,88.05,3,fuel,in_store,GB,58,4215
TXN-000344,CUST-0354,2026-06-18,13.14,4,travel,in_store,GB,80,1613
TXN-000375,CUST-0298,2026-06-03,15.46,6,travel,online,GB,62,1753
TXN-000343,CUST-0159,2026-06-09,49.38,11,restaurants,mobile,GB,59,3635
TXN-000077,CUST-0312,2026-06-10,21.66,8,electronics,in_store,GB,43,4737
TXN-000345,CUST-0318,2026-01-21,15.49,3,healthcare,in_store,GB,73,4732
TXN-000392,CUST-0005,2026-06-22,15.17,6,restaurants,mobile,DE,26,438
TXN-000074,CUST-0174,2026-05-16,59.86,5,restaurants,mobile,GB,57,3863
TXN-000316,CUST-0209,2026-06-21,7.5,10,healthcare,in_store,GB,20,3301
TXN-000372,CUST-0359,2026-04-23,18.47,6,groceries,in_store,US,60,3369
TXN-000332,CUST-0053,2026-06-05,20.85,1,groceries,in_store,GB,81,2506
TXN-000153,CUST-0010,2026-04-01,94.0,5,utilities,in_store,DE,57,4260
TXN-000033,CUST-0027,2026-03-12,10.99,11,electronics,mobile,US,53,3832
TXN-000001,CUST-0247,2026-05-19,14.21,7,restaurants,online,GB,41,4289
TXN-000108,CUST-0322,2026-06-28,4.56,2,groceries,in_store,GB,36,1008
TXN-000313,CUST-0040,2026-03-23,27.39,3,utilities,online,GB,36,2887
TXN-000001,CUST-0381,2026-06-01,11.43,2,electronics,mobile,GB,53,4678
TXN-000255,CUST-0030,2026-01-18,15.8,5,groceries,online,GB,72,3942
TXN-000036,CUST-0149,2026-02-24,44.89,3,fuel,mobile,GB,33,1957
TXN-000226,CUST-0106,2026-05-15,10.48,5,electronics,online,GB,18,2574
TXN-000173,CUST-0244,2026-05-16,26.91,10,fuel,online,GB,24,4637
TXN-000059,CUST-0334,2026-01-10,65.85,8,groceries,in_store,DE,65,156
TXN-000001,CUST-0138,2026-03-10,32.84,11,fuel,online,FR,72,1284
TXN-000157,CUST-0036,2026-01-29,23.91,1,utilities,in_store,US,81,637
TXN-000066,CUST-0142,2026-01-12,18.45,4,electronics,mobile,DE,53,2793
TXN-000337,CUST-0353,2026-03-15,41.52,5,restaurants,in_store,US,77,1741
TXN-000351,CUST-0092,2026-03-06,24.83,3,travel,online,ES,75,3421
TXN-000160,CUST-0073,2026-02-08,14.79,7,electronics,online,GB,49,4352
TXN-000369,CUST-0063,2026-06-05,29.86,2,groceries,online,NL,39,1023
TXN-000320,CUST-0216,2026-06-21,33.55,7,restaurants,online,GB,26,1480
TXN-000209,CUST-0385,2026-06-15,12.81,9,fuel,online,GB,39,3344
TXN-000065,CUST-0219,2026-04-05,18.83,10,utilities,in_store,ES,64,3173
TXN-000011,CUST-0175,2026-04-03,14.19,7,electronics,online,GB,54,3146
TXN-000378,CUST-0136,2026-03-27,22.88,5,utilities,mobile,US,25,4691
TXN-000112,CUST-0351,2026-04-26,11.78,5,fuel,in_store,DE,58,1806
TXN-000384,CUST-0056,2026-04-16,55.03,6,fuel,online,US,28,354
TXN-000383,CUST-0146,2026-06-09,13.17,10,healthcare,in_store,DE,53,191
TXN-000342,CUST-0017,2026-06-13,76.73,4,fuel,online,GB,78,1474
TXN-000094,CUST-0135,2026-01-06,29.38,10,travel,mobile,NL,43,4570
TXN-000115,CUST-0141,2026-05-31,41.62,8,fuel,in_store,GB,59,4591
TXN-000294,CUST-0168,2026-04-16,41.0,4,travel,in_store,ES,25,605
TXN-000262,CUST-0308,2026-03-25,176.01,6,groceries,mobile,GB,71,3665
TXN-000101,CUST-0289,2026-04-13,26.6,10,groceries,in_store,GB,45,4559
TXN-000168,CUST-0192,2026-01-06,17.32,2,groceries,online,DE,53,1554
TXN-000066,CUST-0142,2026-01-12,18.45,4,electronics,mobile,DE,53,2793
