transaction_id,customer_id,transaction_date,amount,items,merchant_category,channel,country,customer_age,loyalty_points
TXN-000066,CUST-0142,2026-05-13,99.29,1,restaurants,mobile,GB,19,4404
TXN-000067,CUST-0058,2026-03-12,15.96,3,electronics,online,US,67,3049
TXN-000068,CUST-0290,2026-03-19,50.06,8,healthcare,online,GB,31,466
TXN-000069,CUST-0319,2026-06-05,45.48,7,groceries,mobile,NL,67,3118
TXN-000070,CUST-0014,2026-04-05,20.81,3,groceries,online,US,55,2218
TXN-000071,CUST-0350,2026-06-05,63.72,4,utilities,mobile,GB,41,1568
TXN-000072,CUST-0192,2026-04-23,33.85,3,travel,mobile,GB,60,2334
TXN-000073,CUST-0187,2026-03-20,20.49,3,healthcare,in_store,GB,40,1485
TXN-000074,CUST-0174,2026-04-10,124.06,1,groceries,online,US,18,4424
TXN-000075,CUST-0188,2026-06-03,84.99,9,groceries,in_store,GB,72,3530
TXN-000076,CUST-0333,2026-04-25,66.04,4,healthcare,in_store,FR,59,2347
TXN-000077,CUST-0312,2026-05-19,82.6,10,utilities,online,GB,80,3544
TXN-000078,CUST-0271,2026-03-27,46.95,6,fuel,online,ES,65,2486
TXN-000079,CUST-0371,2026-01-08,69.11,8,groceries,in_store,DE,51,1787
TXN-000080,CUST-0286,2026-05-31,38.54,7,utilities,online,GB,61,2417
TXN-000081,CUST-0289,2026-06-05,137.76,10,healthcare,online,GB,80,3743
TXN-000082,CUST-0300,2026-04-17,13.94,1,groceries,mobile,GB,67,2925
TXN-000083,CUST-0230,2026-06-09,38.86,5,healthcare,online,DE,68,3187
TXN-000084,CUST-0297,2026-04-16,27.45,4,restaurants,mobile,GB,68,3194
TXN-000085,CUST-0105,2026-06-14,96.65,9,fuel,in_store,DE,60,2325
TXN-000086,CUST-0310,2026-04-02,11.57,2,groceries,in_store,GB,73,3050
TXN-000087,CUST-0322,2026-06-09,45.66,4,healthcare,in_store,US,30,760
TXN-000088,CUST-0384,2026-03-18,44.64,8,travel,online,GB,37,1222
TXN-000089,CUST-0219,2026-04-07,1.48,1,restaurants,online,GB,74,3308
TXN-000090,CUST-0201,2026-06-10,59.21,8,electronics,online,ES,27,689
TXN-000091,CUST-0245,2026-03-20,12.47,2,electronics,in_store,GB,73,3639
TXN-000092,CUST-0175,2026-06-22,24.13,3,healthcare,online,GB,49,1986
TXN-000093,CUST-0059,2026-03-13,8.64,2,utilities,in_store,FR,69,3202
TXN-000094,CUST-0135,2026-02-04,68.73,8,utilities,in_store,GB,22,461
TXN-000095,CUST-0222,2026-04-30,137.76,6,restaurants,online,US,47,2021
TXN-000096,CUST-0021,2026-01-26,46.4,4,electronics,online,GB,31,1014
TXN-000097,CUST-0325,2026-03-19,31.44,4,electronics,in_store,GB,74,3494
TXN-000098,CUST-0173,2026-02-15,104.59,1,fuel,online,DE,18,4801
TXN-000099,CUST-0317,2026-02-16,56.47,10,travel,online,FR,54,2323
TXN-000100,CUST-0025,2026-06-28,15.25,3,travel,in_store,ES,46,1470
TXN-000101,CUST-0289,2026-03-20,9.42,1,fuel,in_store,US,32,809
TXN-000102,CUST-0045,2026-02-17,37.58,5,travel,online,GB,77,3557
TXN-000103,CUST-0199,2026-06-20,79.57,11,travel,in_store,US,29,583
TXN-000104,CUST-0232,2026-02-01,11.85,1,utilities,mobile,GB,74,3420
TXN-000105,CUST-0065,2026-04-10,101.44,1,travel,in_store,GB,18,4591
TXN-000106,CUST-0233,2026-04-11,33.56,5,fuel,online,NL,58,2118
TXN-000107,CUST-0017,2026-01-13,99.51,9,healthcare,online,US,54,2179
TXN-000108,CUST-0322,2026-04-19,22.52,3,electronics,mobile,FR,71,2807
TXN-000109,CUST-0017,2026-04-21,64.71,10,travel,online,GB,63,2881
TXN-000110,CUST-0142,2026-04-29,46.7,5,travel,online,US,25,834
TXN-000111,CUST-0069,2026-02-28,57.23,8,travel,online,US,52,2090
TXN-000112,CUST-0351,2026-05-25,7.05,2,travel,mobile,GB,68,2820
TXN-000113,CUST-0051,2026-05-23,61.8,5,fuel,in_store,FR,30,953
TXN-000114,CUST-0207,2026-04-10,28.3,5,restaurants,in_store,GB,65,2774
TXN-000115,CUST-0141,2026-05-17,16.44,2,utilities,in_store,GB,57,2103
TXN-000116,CUST-0185,2026-03-26,19.03,4,restaurants,online,GB,77,3594
TXN-000117,CUST-0316,2026-04-16,18.79,6,electronics,online,GB,38,1402
TXN-000118,CUST-0332,2026-01-19,13.71,3,fuel,online,US,33,800
TXN-000119,CUST-0304,2026-01-25,9.06,1,electronics,in_store,GB,50,2047
TXN-000120,CUST-0119,2026-03-28,84.33,11,electronics,in_store,GB,37,1068
TXN-000121,CUST-0232,2026-01-10,31.32,3,utilities,online,GB,79,3533
TXN-000122,CUST-0270,2026-02-26,30.73,9,groceries,online,US,47,1820
TXN-000123,CUST-0343,2026-03-01,45.0,4,electronics,online,DE,30,861
TXN-000124,CUST-0209,2026-03-02,69.5,11,electronics,in_store,ES,54,2109
TXN-000125,CUST-0255,2026-01-21,65.08,6,utilities,online,GB,46,1771
TXN-000126,CUST-0021,2026-02-07,137.76,7,travel,online,GB,79,4163
TXN-000127,CUST-0379,2026-02-17,76.99,11,electronics,online,US,21,45
TXN-000128,CUST-0187,2026-04-02,30.17,6,fuel,in_store,NL,70,3099
TXN-000129,CUST-0330,2026-01-09,37.7,6,fuel,online,FR,33,1180
TXN-000130,CUST-0321,2026-01-11,67.31,3,groceries,online,DE,39,1158
TXN-000131,CUST-0355,2026-01-28,72.16,8,utilities,mobile,GB,43,1275
TXN-000132,CUST-0001,2026-05-26,35.78,7,fuel,in_store,GB,68,3387
TXN-000133,CUST-0240,2026-06-25,46.97,7,travel,in_store,GB,71,3171
TXN-000134,CUST-0384,2026-06-17,36.05,6,groceries,in_store,ES,76,3629
TXN-000135,CUST-0131,2026-06-10,76.51,6,restaurants,online,US,53,1591
TXN-000136,CUST-0366,2026-03-21,45.01,6,healthcare,online,US,81,3597
TXN-000137,CUST-0191,2026-01-09,120.64,10,healthcare,in_store,US,41,1557
TXN-000138,CUST-0191,2026-04-09,27.29,4,healthcare,online,ES,54,2129
TXN-000139,CUST-0279,2026-02-01,83.47,8,travel,online,NL,81,4210
TXN-000140,CUST-0384,2026-03-29,51.24,11,groceries,online,DE,79,3721
TXN-000141,CUST-0338,2026-04-21,34.07,7,electronics,mobile,GB,78,4113
TXN-000142,CUST-0384,2026-06-12,93.57,8,travel,in_store,DE,79,4252
TXN-000143,CUST-0231,2026-05-23,22.42,2,electronics,online,GB,24,331
TXN-000144,CUST-0147,2026-04-05,39.22,5,travel,online,FR,47,1540
TXN-000145,CUST-0193,2026-02-17,21.28,2,utilities,in_store,DE,75,3909
TXN-000146,CUST-0052,2026-02-14,23.39,3,utilities,mobile,US,47,1723
TXN-000147,CUST-0299,2026-06-22,13.78,3,utilities,mobile,GB,60,2184
TXN-000148,CUST-0381,2026-05-05,58.16,9,fuel,in_store,NL,42,1701
TXN-000149,CUST-0296,2026-03-14,43.05,10,healthcare,mobile,FR,25,27
TXN-000150,CUST-0272,2026-05-14,47.37,5,groceries,online,US,47,1338
TXN-000151,CUST-0016,2026-03-14,74.96,6,healthcare,mobile,GB,43,1494
TXN-000152,CUST-0267,2026-05-31,81.97,11,groceries,in_store,US,37,1176
TXN-000153,CUST-0010,2026-03-26,76.17,4,groceries,mobile,FR,64,2741
TXN-000154,CUST-0395,2026-06-08,16.36,5,travel,online,US,67,2826
TXN-000155,CUST-0364,2026-02-18,38.53,7,electronics,in_store,GB,23,66
TXN-000156,CUST-0185,2026-04-12,133.21,8,electronics,online,US,27,363
TXN-000157,CUST-0036,2026-01-18,28.18,7,healthcare,in_store,GB,77,3217
TXN-000158,CUST-0370,2026-05-11,31.74,3,restaurants,in_store,GB,66,2929
TXN-000159,CUST-0279,2026-03-27,122.46,11,travel,online,GB,61,2391
TXN-000160,CUST-0073,2026-03-07,87.88,11,utilities,online,DE,41,1426
TXN-000161,CUST-0253,2026-05-04,44.32,11,healthcare,mobile,NL,42,1403
TXN-000162,CUST-0232,2026-02-01,27.55,4,travel,in_store,GB,71,3442
TXN-000163,CUST-0259,2026-02-12,50.18,7,fuel,in_store,US,21,604
TXN-000164,CUST-0200,2026-03-31,41.36,6,electronics,in_store,GB,49,2252
TXN-000165,CUST-0117,2026-02-03,6.3,1,groceries,online,GB,43,1662
TXN-000166,CUST-0395,2026-05-08,103.82,8,utilities,online,GB,37,1046
TXN-000167,CUST-0032,2026-02-18,60.29,6,restaurants,mobile,NL,28,446
TXN-000168,CUST-0192,2026-06-25,27.04,8,utilities,in_store,GB,55,2099
TXN-000169,CUST-0126,2026-04-22,26.41,4,utilities,online,US,26,469
TXN-000170,CUST-0173,2026-04-16,26.18,2,groceries,in_store,GB,27,851
TXN-000171,CUST-0312,2026-04-07,44.04,9,electronics,online,NL,65,2703
TXN-000172,CUST-0268,2026-05-28,13.93,1,fuel,in_store,NL,70,3767
TXN-000173,CUST-0244,2026-05-21,13.1,2,electronics,in_store,US,71,2953
TXN-000174,CUST-0332,2026-03-25,89.23,11,groceries,mobile,US,54,1976
TXN-000175,CUST-0011,2026-03-12,26.34,3,electronics,online,US,28,874
TXN-000176,CUST-0367,2026-01-06,82.92,11,healthcare,in_store,DE,19,359
TXN-000177,CUST-0159,2026-04-19,7.09,1,electronics,online,FR,37,960
TXN-000178,CUST-0096,2026-02-17,59.13,9,electronics,online,GB,60,2402
TXN-000179,CUST-0205,2026-06-29,73.35,9,fuel,mobile,US,24,611
TXN-000180,CUST-0173,2026-05-20,26.28,3,utilities,mobile,US,67,3375
TXN-000181,CUST-0266,2026-01-14,58.27,7,utilities,online,FR,49,1610
TXN-000182,CUST-0336,2026-06-21,26.63,3,fuel,online,ES,56,1921
TXN-000183,CUST-0085,2026-02-23,38.55,5,electronics,online,GB,58,2169
TXN-000184,CUST-0324,2026-01-21,106.17,11,electronics,online,GB,73,3516
TXN-000185,CUST-0312,2026-04-30,66.79,11,fuel,online,US,59,1948
TXN-000186,CUST-0154,2026-05-20,34.08,6,healthcare,online,DE,39,1453
TXN-000187,CUST-0169,2026-04-22,98.04,11,healthcare,mobile,GB,38,1313
TXN-000188,CUST-0362,2026-04-21,132.75,8,fuel,mobile,US,37,1726
TXN-000189,CUST-0187,2026-05-08,79.22,8,restaurants,online,US,22,452
TXN-000190,CUST-0166,2026-01-24,86.26,11,fuel,online,US,74,2863
TXN-000191,CUST-0061,2026-06-28,47.81,8,healthcare,in_store,FR,45,1727
TXN-000192,CUST-0307,2026-04-08,52.3,11,restaurants,online,US,55,2568
TXN-000193,CUST-0200,2026-05-30,13.51,2,groceries,online,GB,65,2464
TXN-000194,CUST-0140,2026-06-17,49.41,6,healthcare,online,DE,66,2688
TXN-000195,CUST-0143,2026-01-12,29.06,4,utilities,in_store,US,38,1167
TXN-000196,CUST-0063,2026-02-13,110.86,10,electronics,in_store,FR,52,1645
TXN-000197,CUST-0319,2026-05-06,33.24,3,healthcare,in_store,ES,73,3512
TXN-000198,CUST-0379,2026-03-25,31.1,6,electronics,mobile,US,60,2790
TXN-000199,CUST-0332,2026-02-25,6.75,4,electronics,in_store,GB,68,2648
TXN-000200,CUST-0013,2026-03-31,137.76,7,utilities,online,US,39,1089
TXN-000201,CUST-0112,2026-01-17,82.16,6,restaurants,online,GB,29,724
TXN-000202,CUST-0390,2026-04-09,50.86,7,groceries,online,DE,30,682
TXN-000203,CUST-0235,2026-05-17,81.34,9,restaurants,mobile,GB,81,4112
TXN-000204,CUST-0338,2026-01-30,48.66,8,healthcare,mobile,GB,27,383
TXN-000205,CUST-0338,2026-03-16,28.83,7,healthcare,online,FR,37,1522
TXN-000206,CUST-0317,2026-05-28,71.47,6,groceries,mobile,NL,19,0
TXN-000207,CUST-0018,2026-01-31,74.96,8,utilities,online,US,20,269
TXN-000208,CUST-0398,2026-05-13,30.02,2,groceries,mobile,GB,53,1898
TXN-000209,CUST-0385,2026-06-14,49.82,7,groceries,online,NL,37,1253
TXN-000210,CUST-0292,2026-06-04,65.26,5,groceries,online,DE,72,3412
TXN-000211,CUST-0285,2026-03-06,93.06,9,electronics,mobile,GB,51,2174
TXN-000212,CUST-0017,2026-05-14,17.44,4,healthcare,in_store,FR,63,2737
TXN-000213,CUST-0204,2026-01-23,68.96,7,restaurants,in_store,FR,31,793
TXN-000214,CUST-0176,2026-01-03,54.85,5,electronics,online,US,23,0
TXN-000215,CUST-0092,2026-05-09,29.14,6,electronics,online,GB,19,75
TXN-000216,CUST-0151,2026-02-21,54.55,7,travel,mobile,FR,25,711
TXN-000217,CUST-0098,2026-05-16,91.65,8,electronics,mobile,ES,62,2785
TXN-000218,CUST-0001,2026-02-27,137.76,8,electronics,online,FR,18,0
TXN-000219,CUST-0005,2026-03-18,7.61,2,healthcare,online,FR,42,1229
TXN-000220,CUST-0086,2026-06-12,34.12,6,healthcare,in_store,DE,23,416
TXN-000221,CUST-0112,2026-06-26,97.75,7,utilities,online,ES,42,1598
TXN-000222,CUST-0093,2026-03-04,60.18,11,electronics,online,GB,77,3508
TXN-000223,CUST-0105,2026-01-27,3.81,1,fuel,online,GB,35,863
TXN-000224,CUST-0252,2026-01-11,43.64,9,groceries,in_store,ES,68,2680
TXN-000225,CUST-0042,2026-06-12,20.2,2,fuel,online,GB,52,1757
TXN-000226,CUST-0106,2026-04-26,62.76,5,healthcare,in_store,US,29,575
TXN-000227,CUST-0379,2026-05-17,16.33,4,fuel,online,GB,29,778
TXN-000228,CUST-0242,2026-04-29,41.24,6,travel,mobile,GB,59,2319
TXN-000229,CUST-0054,2026-04-08,22.8,2,utilities,online,FR,46,1642
TXN-000230,CUST-0336,2026-02-08,44.09,7,restaurants,in_store,GB,43,1709
TXN-000231,CUST-0192,2026-04-21,13.22,4,fuel,in_store,NL,57,2391
TXN-000232,CUST-0350,2026-02-21,75.25,9,restaurants,online,GB,50,1862
TXN-000233,CUST-0122,2026-05-10,78.79,6,utilities,online,GB,77,3568
TXN-000234,CUST-0046,2026-03-12,28.33,9,utilities,online,NL,76,3563
TXN-000235,CUST-0290,2026-01-08,22.27,4,healthcare,online,NL,71,2840
TXN-000236,CUST-0324,2026-05-24,125.06,11,fuel,online,DE,54,2176
TXN-000237,CUST-0099,2026-01-20,116.5,9,restaurants,mobile,FR,29,1008
TXN-000238,CUST-0278,2026-03-28,71.81,10,healthcare,mobile,US,19,456
TXN-000239,CUST-0139,2026-05-08,108.41,9,utilities,online,FR,28,638
TXN-000240,CUST-0187,2026-04-18,17.18,3,healthcare,online,GB,57,2380
TXN-000241,CUST-0249,2026-03-22,55.36,8,fuel,mobile,GB,25,478
TXN-000242,CUST-0321,2026-05-08,5.19,1,fuel,mobile,FR,69,3060
TXN-000243,CUST-0393,2026-03-26,62.76,9,utilities,mobile,DE,57,2292
TXN-000244,CUST-0176,2026-01-18,11.68,2,fuel,online,GB,68,3093
TXN-000245,CUST-0355,2026-04-03,19.54,3,healthcare,online,US,28,328
TXN-000246,CUST-0113,2026-01-07,20.32,6,groceries,mobile,US,43,1439
TXN-000247,CUST-0171,2026-05-18,11.33,1,healthcare,online,ES,70,3142
TXN-000248,CUST-0112,2026-06-12,56.54,5,restaurants,online,GB,70,2778
TXN-000249,CUST-0127,2026-01-24,33.67,7,travel,in_store,FR,74,3227
TXN-000250,CUST-0197,2026-04-19,54.01,10,electronics,online,FR,59,2047
TXN-000251,CUST-0177,2026-06-19,20.61,5,utilities,online,FR,30,948
TXN-000252,CUST-0070,2026-02-07,64.3,11,utilities,online,ES,48,1753
TXN-000253,CUST-0263,2026-06-26,55.61,8,travel,mobile,US,18,0
TXN-000254,CUST-0218,2026-01-21,67.98,9,travel,in_store,GB,42,1698
TXN-000255,CUST-0030,2026-03-19,23.06,3,healthcare,in_store,DE,30,567
TXN-000256,CUST-0056,2026-03-02,57.17,10,utilities,online,GB,72,3015
TXN-000257,CUST-0356,2026-03-24,18.12,4,restaurants,in_store,GB,41,1102
TXN-000258,CUST-0226,2026-01-23,9.78,1,fuel,in_store,GB,48,1405
TXN-000259,CUST-0279,2026-03-20,38.98,6,travel,in_store,US,62,2689
TXN-000260,CUST-0389,2026-01-04,4.3,1,electronics,online,US,50,1895
TXN-000261,CUST-0296,2026-02-05,52.66,10,restaurants,online,GB,57,3039
TXN-000262,CUST-0308,2026-06-18,48.88,5,restaurants,in_store,US,59,2108
TXN-000263,CUST-0002,2026-03-08,41.42,4,utilities,mobile,GB,25,629
TXN-000264,CUST-0107,2026-02-15,62.32,9,utilities,online,GB,56,2305
TXN-000265,CUST-0006,2026-05-30,41.52,2,fuel,in_store,US,34,1079
TXN-000266,CUST-0035,2026-06-21,31.58,5,groceries,in_store,ES,41,1504
TXN-000267,CUST-0009,2026-04-16,38.62,3,restaurants,in_store,GB,81,3453
TXN-000268,CUST-0022,2026-01-26,103.7,10,travel,online,GB,76,3942
TXN-000269,CUST-0386,2026-02-08,20.23,2,electronics,in_store,GB,65,2801
TXN-000270,CUST-0199,2026-03-11,9.53,1,restaurants,online,GB,57,2376
TXN-000271,CUST-0380,2026-05-04,107.39,7,healthcare,online,GB,72,3114
TXN-000272,CUST-0375,2026-03-17,27.45,3,restaurants,online,GB,50,2178
TXN-000273,CUST-0231,2026-06-03,71.49,11,groceries,in_store,US,28,375
TXN-000274,CUST-0340,2026-01-31,28.41,6,healthcare,mobile,NL,77,3304
TXN-000275,CUST-0267,2026-05-13,36.76,5,utilities,mobile,US,21,113
TXN-000276,CUST-0249,2026-01-03,17.97,3,fuel,in_store,NL,76,3537
TXN-000277,CUST-0003,2026-01-25,137.76,11,fuel,mobile,US,28,887
TXN-000278,CUST-0327,2026-06-02,77.67,7,healthcare,online,US,71,3605
TXN-000279,CUST-0098,2026-05-20,18.7,3,restaurants,online,GB,42,1493
TXN-000280,CUST-0021,2026-05-18,43.78,8,utilities,in_store,GB,80,3783
TXN-000281,CUST-0301,2026-02-05,58.09,8,electronics,in_store,GB,78,3761
TXN-000282,CUST-0059,2026-04-27,38.27,8,utilities,in_store,NL,21,380
TXN-000283,CUST-0017,2026-05-08,16.33,2,travel,online,ES,52,1909
TXN-000284,CUST-0234,2026-04-16,16.71,2,utilities,in_store,NL,18,0
TXN-000285,CUST-0198,2026-04-23,11.96,2,utilities,in_store,GB,38,852
TXN-000286,CUST-0291,2026-06-06,89.11,10,fuel,in_store,GB,40,1195
TXN-000287,CUST-0021,2026-02-26,11.2,2,healthcare,in_store,GB,22,532
TXN-000288,CUST-0143,2026-04-21,57.78,6,healthcare,in_store,GB,24,471
TXN-000289,CUST-0089,2026-06-23,28.76,6,travel,mobile,GB,70,3290
TXN-000290,CUST-0101,2026-03-16,67.88,8,fuel,in_store,US,18,95
TXN-000291,CUST-0162,2026-04-13,30.24,5,electronics,in_store,DE,35,875
TXN-000292,CUST-0287,2026-06-06,29.67,2,electronics,online,FR,36,1255
TXN-000293,CUST-0346,2026-01-15,2.79,1,travel,online,ES,25,406
TXN-000294,CUST-0168,2026-05-26,44.56,6,utilities,online,GB,34,976
TXN-000295,CUST-0091,2026-05-01,74.5,9,travel,online,GB,32,1046
TXN-000296,CUST-0219,2026-01-19,43.79,3,travel,online,DE,35,1022
TXN-000297,CUST-0197,2026-03-13,40.52,3,fuel,mobile,NL,60,2700
TXN-000298,CUST-0205,2026-05-12,4.1,1,utilities,in_store,GB,47,1865
TXN-000299,CUST-0211,2026-04-09,54.22,6,fuel,online,ES,20,550
TXN-000300,CUST-0247,2026-05-30,46.91,11,travel,mobile,GB,27,530
TXN-000301,CUST-0027,2026-04-15,40.72,5,restaurants,mobile,GB,24,438
TXN-000302,CUST-0030,2026-04-02,15.56,4,groceries,mobile,DE,40,998
TXN-000303,CUST-0396,2026-01-24,30.04,3,electronics,online,US,32,608
TXN-000304,CUST-0346,2026-05-06,137.76,10,utilities,online,DE,38,775
TXN-000305,CUST-0037,2026-06-01,15.56,1,utilities,online,GB,58,2566
TXN-000306,CUST-0167,2026-01-21,45.2,10,healthcare,online,GB,54,1929
TXN-000307,CUST-0187,2026-03-28,102.19,9,restaurants,online,GB,77,3501
TXN-000308,CUST-0255,2026-01-04,7.55,5,restaurants,in_store,NL,61,2763
TXN-000309,CUST-0197,2026-05-15,2.58,1,utilities,in_store,US,56,2031
TXN-000310,CUST-0302,2026-02-14,69.1,11,fuel,in_store,NL,70,2725
TXN-000311,CUST-0100,2026-03-30,98.96,11,fuel,mobile,GB,65,2923
TXN-000312,CUST-0368,2026-06-27,19.51,2,groceries,in_store,GB,53,2253
TXN-000313,CUST-0040,2026-06-17,23.43,2,electronics,in_store,GB,41,1254
TXN-000314,CUST-0123,2026-03-15,90.71,8,travel,online,GB,34,1088
TXN-000315,CUST-0204,2026-04-07,13.18,2,restaurants,online,NL,41,1472
TXN-000316,CUST-0209,2026-03-23,73.35,6,utilities,online,GB,81,4020
TXN-000317,CUST-0306,2026-04-20,100.71,9,fuel,online,FR,54,2195
TXN-000318,CUST-0164,2026-05-30,55.19,7,healthcare,mobile,GB,35,875
TXN-000319,CUST-0167,2026-03-21,9.84,2,travel,online,GB,72,3307
TXN-000320,CUST-0216,2026-01-31,9.99,1,travel,mobile,GB,25,148
TXN-000321,CUST-0176,2026-01-20,2.22,1,groceries,in_store,GB,48,1660
TXN-000322,CUST-0362,2026-03-01,80.01,6,travel,mobile,GB,18,0
TXN-000323,CUST-0037,2026-01-23,53.81,6,travel,mobile,DE,76,3334
TXN-000324,CUST-0098,2026-03-30,53.71,9,utilities,in_store,ES,50,1944
TXN-000325,CUST-0323,2026-02-23,21.91,7,fuel,online,GB,47,1710
TXN-000326,CUST-0108,2026-04-06,31.44,3,restaurants,in_store,DE,53,2467
TXN-000327,CUST-0178,2026-02-20,78.0,7,healthcare,in_store,DE,39,1300
TXN-000328,CUST-0298,2026-04-23,38.77,5,restaurants,in_store,DE,56,2654
TXN-000329,CUST-0118,2026-03-23,31.62,3,groceries,online,DE,51,2103
TXN-000330,CUST-0330,2026-03-06,30.17,3,utilities,mobile,US,76,3514
TXN-000331,CUST-0364,2026-05-28,23.83,2,electronics,mobile,ES,57,1911
TXN-000332,CUST-0053,2026-05-18,119.45,1,groceries,online,GB,20,4502
TXN-000333,CUST-0301,2026-03-13,130.27,10,fuel,in_store,DE,19,185
